PaisAccidente,OperadorAerolinea,Fecha,LugarAccidente,TipoAeronave
 USSR,Aeroflot,1972-10-01,Near Adler- USSR,Ilyushin IL-18B
 USSR,Aeroflot,1972-10-13,Near Moscow- USSR,Ilyushin IL-62
 Russia,Aeroflot,1973-01-21,Perm- Russia,Antonov An-24B
 Czechoslovakia,Aeroflot,1973-02-19,Prague- Czechoslovakia,Tupolev TU-154
 Russia,Aeroflot,1973-02-24,Near Leningrad- Russia,Ilyushin IL-18
 Kazakhstan,Aeroflot,1973-02-28,Semipalatinsk- Kazakhstan,Yakovlev YAK-40
 USSR,Aeroflot,1973-05-11,Near Semipalatinsk- USSR,Ilyushin IL-18B
 Siberia,Aeroflot,1973-05-18,Chita- Siberia- USSR,Tupolev TU-104A
 France,Aeroflot,1973-06-03,Goussainville- France,Tupolev TU-144
 Jordan,Aeroflot,1973-06-30,Amman- Jordan,Tupolev TU-134A
 Russia,Aeroflot,1973-07-04,Near Shakhtyorsk- Russia,Ilyushin IL-14
 Russia,Aeroflot,1973-07-09,Nnear Kuybyshev- Russia,Tupolev TU-124V
 Azerbaijan,Aeroflot,1973-08-18,Baku- Azerbaijan- USSR,Antonov AN-24V
 Russia,Aeroflot,1973-09-30,Near Sverdlovsk- Russia,Tupolev TU-104B
 Russia,Aeroflot,1973-10-02,Magadan- Russia,Antonov AN-12V
 Russia,Aeroflot,1973-10-13,Near Domodedovo- Russia,Tupolev TU-104B
 USSR,Aeroflot,1973-12-07,Moscow- USSR,Tupolev TU-104B
 USSR,Aeroflot,1973-12-16,Near Karacharovo- USSR,Tupolev TU-124
 Ukraine,Aeroflot,1973-12-23,Lvov- Ukraine- USSR,Tupolev TU-124
 Ukraine,Aeroflot,1974-01-06,Mukachevo- Ukraine,Antonov AN-24V
 USSR,Aeroflot,1974-04-27,Near Leningrad- USSR,Ilyushin IL-18B
 Ukraine,Aeroflot,1974-05-23,Kiev- Ukraine- USSR,Yakovlev YAK-40
 Russia,Aeroflot,1974-11-01,Near Surgut- Russia,Antonov An-2 / Mil Mi-8T
 Russia,Aeroflot,1974-12-04,Irkutsk- Russia,Antonov An-2 / Antonov An-12
 Uzbekistan,Aeroflot,1974-12-14,Bukhara- Uzbekistan,Yakovlev 40
 Laos,Aeroflot,1975-01-16,Xam Neua- Laos,Antonov AN-12
 Russia,Aeroflot,1975-03-18,Near Terney- Russia,Antonov An-2
 Georgia,Aeroflot,1975-07-15,Near Batumi- Georgia- USSR,Yakovlev YAK-40
 Russia,Aeroflot,1975-08-09,Bagdarin- Russia,Ilyushin IL-14M
 USSR,Aeroflot,1975-08-15,Krasnovodsk- USSR,Yakovlev YAK-40
 Russia,Aeroflot,1975-10-22,Novgorod- Russia,Yakovlev Yak-40
 Georgia,Aeroflot,1975-11-17,Near Sukhumi- Georgia- USSR,Antonov AN-24
 Ukraine,Aeroflot,1975-11-20,Kharkov- Ukraine- USSR,Antonov AN-24
 Russia,Aeroflot,1976-01-03,Moscow- Russia,Tupolev TU-124
 Russia,Aeroflot,1976-02-09,Irkutsk- Russia,Tupolev TU-104A
 Russia,Aeroflot,1976-03-06,Near Voronezh- Russia,Ilyushin IL-18E
 Ukraine,Aeroflot,1976-05-15,Chernigov- Ukraine- USSR,Antonov AN-24
 Equatorial Guinea,Aeroflot,1976-06-01,Nacias Nguema- Equatorial Guinea,Tupolev TU-154A
 Russia,Aeroflot,1976-11-28,Moscow- Russia,Tupolev TU-104B
 USSR,Aeroflot,1976-12-17,Kiev- USSR,Antonov AN-24RV
 Russia,Aeroflot,1976-12-17,Ust-Kut- Russia,Yakovlev 40
 Russia,Aeroflot,1976-12-18,Nnear Yuzhno-Sakhalinsk- Russia,Ilyushin IL-14M
 Kazakastan,Aeroflot,1977-01-13,Near Alma Ata- Kazakastan- USSR,Tupolev TU-104A
 Russia,Aeroflot,1977-02-15,Mineralnye Vody- Russia,Ilyushin IL-18V
 Russia,Aeroflot,1977-03-30,Near Zhadanof- Russia,Yakovlev YAK-40
 Cuba,Aeroflot,1977-05-27,Havana- Cuba,Ilyushin IL-62M
 Ukraine,Aeroflot,1977-07-08,Off Kirovograd- Ukraine,Antonov AN-24
 Russia,Aeroflot,1977-07-20,Vitim- Russia,Ilyushin IL-14M
 USSR,Aeroflot,1977-12-09,Tarko-Saley- USSR,Antonov AN-24
 Russia,Aeroflot,1978-05-19,Pochinok- Russia,Tupolev TU-154B
 Russia,Aeroflot,1978-10-07,Sverdlovsk- Russia,Yakovlev YAK-40
 USSR,Aeroflot,1978-10-23,Gulf of Sivash- USSR,Antonov AN-24B
 Russia,Aeroflot,1979-01-15,Minsk- Russia,Antonov AN-24N
 Russia,Aeroflot,1979-03-17,Near Moscow- Russia,Tupolev TU-104B
 USSR,Aeroflot,1979-08-03,Leningrad- USSR,LET 410M turbojet
 USSR,Aeroflot,1979-08-24,Near Enisseysk- USSR,Antonov AN-12
 Russia,Aeroflot,1979-08-29,Near Kirsanov- Russia,Tupolev TU-124
 Russia,Aeroflot,1979-09-03,Andema- Russia,Antonov AN-24
 Russia,Aeroflot,1979-10-27,Lensk- Russia,Antonov An-2TP
 Russia,Aeroflot,1979-11-16,Vologda- Russia,Yakovlev YAK-40
 Russia,Aeroflot,1979-12-09,Cherskiy- Russia,Antonov AN-26
 Russia,Aeroflot,1980-04-14,Krasnoyarsk- Russia,Antonov An-24B
 Russia,Aeroflot,1980-06-12,Near Dushanbe- Russia,Yakovlev YAK-40
 Kazakhstan,Aeroflot,1980-07-08,Near Alma-Ata- Kazakhstan- USSR,Tupolev TU-154B
 Russia,Aeroflot,1981-04-28,Batagay- Russia,Antonov An-2TP
 Russia,Aeroflot,1981-06-14,Ust-Barguzin- Russia,Ilyushin Il-14
 Russia,Aeroflot,1981-08-29,Zeya- Russia,Yakovlev YAK-40
 Russia,Aeroflot,1981-11-16,Norilsk- Russia,Tupolev TU-154B-2
 USSR,Aeroflot,1982-01-07,Near Gelendzhik- USSR,LET 410M Turbojet
 USSR,Aeroflot,1982-06-28,Southern Belarus- USSR,Yakovlev YAK-42
 Russia,Aeroflot,1982-07-06,Near Moscow- Russia,Ilyushin IL-62M
 Luxembourg,Aeroflot,1982-09-29,Luxembourg- Luxembourg,Ilyushin IL-62M
 Russia,Aeroflot,1982-12-23,Rostov-on-Don- Russia,Antonov AN-26
 Russia,Aeroflot,1983-04-19,Leninakan- Russia,Yakovlev YAK-40
 Kazakastan,Aeroflot,1983-08-30,Near Alma-Ata- Kazakastan- USSR,Tupolev TU-134A
 Russia,Aeroflot,1983-12-24,Leshukonskoye- Russia,Antonov AN-24
 Russia,Aeroflot,1984-01-03,Novoagansk- Russia,Mi-6
 Russia,Aeroflot,1984-01-28,Izhevsk- Russia,Antonov An-24RV
 Pakistan,Aeroflot,1984-08-04,Nawabshah- Pakistan,Antonov AN-12BP
 Russia,Aeroflot,1984-10-11,Near Omsk- Russia,Tupolev TU-154B
 USSR,Aeroflot,1984-12-04,Near Kostroma- USSR,LET 410 M
 Russia,Aeroflot,1984-12-23,Near Kranoyarsk- Russia,Tupolev TU-154B-2
 Belarus,Aeroflot,1985-02-01,Minsk- Belarus- USSR,Tupolev TU-134A
 Uzbekistan,Aeroflot,1985-07-10,Near Uchuduk- Uzbekistan- USSR,Tupolev TU-154B-2
 USSR,Aeroflot,1985-10-11,Near Kutayissi- USSR,Yakovlev YAK-40
 Russia,Aeroflot,1986-03-02,Near Bugulma- Russia,Antonov AN-24B
 Russia,Aeroflot,1986-07-02,Near Syktyvar- Russia,Tupolev TU-134A
 USSR,Aeroflot,1986-10-14,Ust-Maya- USSR,LET 410MT Turbojet
 Russia,Aeroflot,1986-10-20,Kuybyshev- Russia,Tupolev TU-134A
 East Germany,Aeroflot,1986-12-12,Berlin- East Germany,Tupolev TU-134A
 Uzbekistan,Aeroflot,1987-01-16,Tashkent- Uzbekistan,Yakovlev YAK-40
 Kazakhstan,Aeroflot,1987-03-06,Near Almaty- Kazakhstan,Antonov An-26
 USSR,Aeroflot,1987-06-19,Berdiansk- USSR,Yakovlev YAK-40
 Afghanistan,Aeroflot,1987-09-13,Kunduz- Afghanistan,Antonov AN-26
 USSR,Aeroflot,1988-01-18,Krosnovodsk- USSR,Tupolev TU 154B-2
 Russia,Aeroflot,1988-01-24,Near Nizhnevartovsk- Russia,Yakovlev YAK-40
 Russia,Aeroflot,1988-02-27,Surgut- Russia,Tupolev TU-134A
 USSR,Aeroflot,1988-04-19,Bagdarin- USSR,Let 410UVP Turolet
 Russia,Aeroflot,1988-08-26,Irkutsk- Russia,Let 410MU
 Russia,Aeroflot,1988-10-04,Near Batagay- Russia,Antonov 12BP
 Russia,Aeroflot,1988-12-07,Kodinsk- Russia,Let 410UVP
 USSR,Aeroflot,1989-07-19,Talourow Island- USSR,Antonov AN-26
 Russia,Aeroflot,1989-10-20,Leninakan- Russia,Ilyushin IL-76TD
 Russia,Aeroflot,1989-11-21,Near Tyumem- Russia,Antonov AN-24
 Russia,Aeroflot,1990-01-13,Near Pervouralsk- Russia,Tupolev TU-134A
 Afghanistan,Aeroflot,1990-03-27,Kabul- Afghanistan,Ilyushin IL-76MD
 Azerbaijan,Aeroflot,1990-08-01,Stepanakert- Azerbaijan- USSR,Yakovlev YAK-40
 Russia,Aeroflot,1990-09-14,Koltsovo- Russia,Yakovlev YAK-42
 Turkmenistan,Aeroflot,1990-11-19,Near Ashkhabad- Turkmenistan- USSR,Mil Mi-8T
 Uzbekistan,Aeroflot,1991-03-23,Navoi- Uzbekistan,Antonov AN-24B
 USSR,Aeroflot,1991-05-23,Leningrad- USSR,Tupolev TU-154B-1
 USSR,Aeroflot,1991-09-16,Petropavlosk- USSR,Antonov AN-72
 Russia,Aeroflot,1991-09-23,Khatanga- Russia,Antonov 12BP
 USSR,Aeroflot,1991-09-26,Off St. Petersburg- USSR,Antonov AN-26
 Russia,Aeroflot,1991-11-07,Makhackala- Russia,Yakovlev YAK-40
 Russia,Aeroflot,1991-11-16,Anderma- Russia,Antonov AN-12V
 Russia,Aeroflot,1992-08-27,Near Ivanovo- Russia,Tupolev TU-134A
 Russia,Aeroflot,1992-10-29,Chita- Russia,Antonov AN-8
 Russia,Aeroflot,1995-03-16,Ossora- Russia,Antonov 26B
 Russia,Aeroflot,1995-06-16,Herputchi- Russia,Antonov AN-2
 Italy,Aeroflot,1996-10-08,San Francesco al Campo- Italy,Antonov An-124
 Russia,Aeroflot,2008-09-14,Perm- Russia,Boeing B-737-505
 Russia,Aeroflot / Aeroflot,1976-09-09,Off Adler- Russia,Antonov AN-24 / Yakovlev Yak-40
 Russia,Aeroflot / Aeroflot,1979-08-11,Near Volgograd- Russia,Tupolev TU-134A / Tupolev Tu-134A
 Georgia,Aeroflot / Aeroflot,1982-08-14,Sukhumi- Georgia- USSR,Let 410UVP Turbojet / Tupolev TU-134V
 Kazakhstan,Aeroflot / Kazakhstan,1965-01-03,Alma-Ata- Kazakhstan,Ilyushin IL-18B
 Ukraine,Aeroflot / Soviet Air Force,1985-05-03,Near L'vov- Ukraine- USSR,Tupolev TU-134A / Antonov An-26
 Russia,Aeroflot Russian International Airlines,2019-05-05,Moscow- Russia,Sukhoi Superjet-100-95B
 Russia,Aeroflot Russian International Airways,1994-03-23,Near Mezhdurechensk- Russia,Airbus A310-304
,Afghan Army,2006-07-27,Afghanistan,Mil Mi-8
 Afghanistan,Afghan Army,2009-01-15,Adraskan district- Afghanistan,Mil Mi-17
 DR Congo,Africa One Congo,2007-10-04,Kinshasa- DR Congo,Antonov AN-26
 Zaire,African Air,1996-01-08,Kinshasa- Zaire,Antonov AN-32B
 Kenya,African Commuter Services,2003-01-24,Busia- Kenya,Grumman G-159 Gulfstream I
 Libya,Afriqiyah Airways,2010-05-12,Tripoli- Libya,Airbus A330-202
 Great Inagua,Agape Flight Inc.,1991-06-01,Off Matthewtown- Great Inagua,GAF Nomad N24A
 England,Agco Corp,2002-01-04,Birmingham- England,Canadair CL-604
 Colombia,Agencia Interamericana de Aviada,1948-03-15,Villa Pinzon- Colombia,Douglas DC-3 (C47-DL)
 Colombia,Agencia Interamericana de Aviada,1960-03-15,El Refugio- Colombia,Consolidated PBY-5A Catalina
 Nepal,Agni Air,2012-05-14,Jomsom- Nepal,Dornier 228-212
 Nepal,Agni Air,2010-08-24,Bastipur- Nepal,Dornier 228-101
 Colombia,AIDA,1956-12-08,Caqueta- Colombia,Consolidated PBY-5A Catalina
 French Indo-China,Aigle Azur,1948-07-07,Djiring- French Indo-China,Douglas DC-3
 Morocco,Aigle Azur,1950-07-09,Casablanca- Morocco,Douglas DC-3
 Vietnam,Aigle Azur,1953-03-17,Off Da Nang- Vietnam,Douglas DC-3
 Vietnam,Aigle Azur,1953-04-16,NW of Hanoi- Vietnam,Douglas DC-3
 French Indo-China,Aigle Azur,1953-06-16,Mount Phou-Lassy- French Indo-China,Douglas DC-3
 South Vietnam,Aigle Azur,1954-03-13,Dien Bien Phu- South Vietnam,C-46
 Upper Volta,Air Mali,1974-08-11,Near Ouagadougou- Upper Volta,Ilyushin IL-18B
 Italy,Air 70,1978-12-16,Selvapiana- Italy,Cessna 421 Golden Eagle
 Gabon,Air Affaires Gabon,1982-07-03,Oganda- Gabon,Cessna 404 Titan
 Cameroon,Air Afrique,1963-05-03,Near Buca- Cameroon,Douglas DC-6B
 Switzerland,Air Afrique,1987-07-24,Geneva- Switzerland,McDonnell Douglas DC-10-30
 Algeria,Air Algerie,1967-04-11,Tamanrasset- Algeria,Douglas DC-4
 Algeria,Air Algerie,1969-07-26,Biskra- Algeria,Sud Aviation SE-210 Caravelle 6N
 Algeria,Air Algerie,1979-01-24,Bechar- Algeria,Nord 262A-44
 Algeria,Air Algerie,2003-03-06,Tamanrasset- Algeria,Boeing B-737-2T4
 Italy,Air Algerie,2006-08-13,Near Piacenza- Italy,Lockheed L-100-30 Hercules
 Mali,Air Algerie,2014-07-24,Aguelhok- Mali,Mc Donnell Douglas MD-83
 Vietnam,Air Amercia,1974-07-27,Near Moc Hoa- Vietnam,Fairchild C-123K
 Laos,Air America,1963-07-17,Pak Tha- Laos,Curtiss C-46F
 Vietnam,Air America,1965-09-27,Bao Trai- Vietnam,Beechcraft C-45H
 Laos,Air America,1968-11-25,Savannakhet- Laos,Curtiss C-46D-20-CU
 Vietnam,Air America,1969-01-16,Near Hue- Vietnam,Douglas C-47 Skytrain (DC-3)
 Laos,Air America,1969-08-19,Near Long Tieng- Laos,Pilatus Pc-6C
 Laos,Air America,1972-02-04,Pha Khao- Laos,de Havilland Canada C-7A Caribou
 Laos,Air America,1972-04-24,Nyot Mo- Laos,Pilatus PC6CH2
 Vietnam,Air America,1972-06-05,Near Pleiku- Vietnam,Curtiss C-46A
 Vietnam,Air America,1975-01-03,Near Nha Trang- Vietnam,Fairchild C-123K
 Illinois,Air Angles Inc.,2008-10-15,Aurora- Illinois,Bell 222
 Morocco,Air Atlas,1950-10-13,Casablanca- Morocco,Douglas DC-3
 France,Air Atlas,1950-12-09,Ruig Piner- France,Douglas DC-3
 Myanmar,Air Bagan,2012-12-25,Heho- Myanmar,Fokker 100
 Libya,Air Bissau,1992-04-07,Near Sarra- Libya,Antonov AN-24RV
 France,Air Bleu,1935-12-04,Tours- France,Caudron C-630 Simoun
 Cameroon,Air Cameroon,1961-06-13,Douala- Cameroon,Douglas DC-4
 Ontario,Air Canada,1967-05-19,Ottawa- Ontario- Canada,Douglas DC-8-54F
 Quebec,Air Canada,1969-04-07,Sept-Îles- Quebec- Canada,Vickers 757 Viscount
 Canada,Air Canada,1970-07-05,Toronto- Canada,McDonnell Douglas DC-8-63
 Canada,Air Canada,1978-06-26,Toronto- Canada,McDonnell Douglas DC-9-32
 Covington/Hebron,Air Canada,1983-06-02,Cincinnati International Airport- Covington/Hebron- Kentucky,McDonnell Douglas DC-9-32
 Manitoba,Air Canada,1983-07-23,Gimli- Manitoba- Canada,Boeing B-767-233ER
 St. Barthélémy,Air Caraibes,2001-03-24,Gustavia- St. Barthélémy- French West Indies,de Havilland Canada DHC-6 Twin Otter
 Wisconson,Air Cargo Carriers,2006-02-05,Near Watertown- Wisconson,Shorts 360-100 /Shorts 360-300
 West Virginia,Air Cargo Carriers,2017-05-05,Charleston- West Virginia,Shorts 300-200
 Besar,Air Carriers,1951-01-13,Mt. Bukit- Besar-Thailand,Douglas DC-3
 Georgia,Air Carriers Express Services Inc,1985-09-29,Jenkinsburg- Georgia,Cessna 208 Caravan I
 South Korea,Air China,2002-04-15,Busan- South Korea,Boeing B-767-200ER
 Comoro Islands,Air Comores,1968-01-27,Moroni- Comoro Islands,de Havilland DH-114 Heron 1B
,Air Congo,1970-02-19,Congo,Douglas DC-3
 Democratic Republic of the Congo,Air Congo (BIAS)?,1964-11-29,Leopoldville- Democratic Republic of the Congo,Douglas DC-4
 Connecticut,Air Continental,1984-06-04,Windsor Locks- Connecticut,Learjet 23A
 Pennsylvania,Air East,1974-01-06,Johnstown- Pennsylvania,Beechcraft 99A
 Texas,Air Evac Lifeteam,2014-10-04,Wichita Falls- Texas,Bell 206L
 near Roussillon,Air Ferry Ltd,1967-06-03,Mt. Canigou- near Roussillon- France,Douglas C54A
 Fiji,Air Fiji,1999-07-24,Nasevou Village- Fiji,Embraer 110P1 Bandeirante
,Air Fiordland,1989-12-30,Milford Sound,Cessna 207 / Cessna 207
 Puerto Rico,Air Flamence,2004-09-29,Tortuguero lagoon- Puerto Rico,Pilatus-Britten Norman BN-2A-27 Islander
 D.C.,Air Florida,1982-01-13,Washington- D.C.,Boeing B-737-222
 Congo,Air Force of the Democratic Republic of the Congo,2017-09-30,Near Kinshasa- Congo,Antonov An-12B
 France,Air France,1933-10-31,Etobon- France,Farman F-301
 France,Air France,1934-01-15,Corbigny- France,Dewoitine D-332
 France,Air France,1934-01-20,Carombe- France,Breguet 280T
 Morocco,Air France,1934-02-26,Rio de Oro- Morocco,Latécoère 28
,Air France,1934-05-09,English Channel,Wibault 282T
 England,Air France,1934-05-31,Croydon- England,Liore-et-Olivier 213
 Brazil,Air France,1934-08-05,Bahia- Brazil,Latecoere 26
 France,Air France,1935-04-01,Beauvais- France,Farman F-300
 Brazil,Air France,1935-11-02,Off Nhambupe- Brazil,Latécoère 28-1
 France,Air France,1935-11-11,Istres- France,Latecoere 28
 Corsica,Air France,1936-01-21,Off Ajaccio- Corsica- France,CAMS 53
,Air France,1936-02-10,Atlantic Ocean,Latecoere 301 (flying boat)
 France,Air France,1936-08-02,Mazamet- France,Wibault 280
 French West Africa,Air France,1936-12-07,Off Dakar- French West Africa,Latécoère 300 (float plane.
,Air France,1937-10-27,Off Western Africa,Dewoitine D-333
 France,Air France,1937-12-08,Saint Sauveur- France,Potez 621
 Czechoslovakia,Air France,1937-12-24,Kasperske Hory- Czechoslovakia,Wibault 283-T12
 France,Air France,1938-02-09,Marseille- France,Lioré-et-Olivier H-242
 India,Air France,1938-03-07,Datia- India,Potez 621
 France,Air France,1938-03-23,Corsavy- France,Dewoitine D-338
 Morocco,Air France,1939-04-03,Near Marrakech- Morocco,Caudron C.635 Simoun
 Morocco,Air France,1939-05-02,Near Marrakech- Morocco,Dewoitine D-338
 France,Air France,1940-06-20,Near Ouistreham- France,Dewoitine D-338
,Air France,1940-07-07,Gulf of Tonkin,Dewoitine D-338
,Air France,1940-11-27,Mediterranean Sea,Farman F-224
 France,Air France,1941-09-01,Bollemont- France,Bloch 220
 Algeria,Air France,1942-08-13,Algiers- Algeria,Liore et Olivier H-246 Air Boat
 Algeria,Air France,1942-09-27,Ameur el Ain- Algeria,Dewoitine D-342
 French Equatorial Africa,Air France,1945-12-25,Bangui- French Equatorial Africa,Lockheed 18 Lodestar
 France,Air France,1946-06-29,Pau- France,Junkers Ju-52/3m
 Denmark,Air France,1946-09-03,Holtug- Denmark,Douglas DC-3 (C-53D-DO)
 France,Air France,1946-09-04,Le Bourget- France,Douglas DC-3
 Portugal,Air France,1947-02-01,Near Lisbon- Portugal,Douglas DC-3C
 France,Air France,1947-03-14,Mt. Moucherolles- France,Douglas DC-3 (C-47A-90-DL)
 France,Air France,1947-06-04,Near Gemenos- France,Junkers Ju-52
 French Cameroons,Air France,1947-07-01,Near Eaeka- French Cameroons,Junkers JU-52/3m
 France,Air France,1948-01-06,Paris- France,Douglas DC-3D
 Nigeria,Air France,1948-04-10,Kano- Nigeria,Douglas DC-4
200 miles off Dakar,Air France,1948-08-01,1-200 miles off Dakar- Atlantic Ocean,Latecoere 631 (flying boat)
 Azores,Air France,1949-10-28,San Miguel Island- Azores,Lockheed 749-79-33 Constellation
 France,Air France,1949-11-28,Chaleyssin- France,Douglas DC-4
,Air France,1950-06-13,Off Bahrain,Douglas DC-4-1009
,Air France,1950-06-14,Bahrain,Douglas DC-4
 Bahrain,Air France,1950-06-15,Bahrain- Bahrain,Douglas DC-4
 Buea,Air France,1951-02-03,Near Mt. Cameroon- Buea- British Cameroons,Douglas DC-4
 France,Air France,1951-08-11,Moisville- France,Douglas DC-3D
 Madagascar,Air France,1952-01-02,Andapa- Madagascar,Junkers JU-52/3m
 France,Air France,1952-03-03,Nice- France,SNCASE Languedoc
 Madagascar,Air France,1953-04-10,Miandivazo- Madagascar,Junkers JU-5/-3m
 Turkey,Air France,1953-08-03,Off Fethiye Point- Turkey,Lockheed L- 749A Constellation
 France,Air France,1953-09-01,Near Barcelonnette- France,Lockheed 749A Constellation
 France,Air France,1956-01-28,Lyon- France,Douglas C-47
 France,Air France,1956-12-12,Dannemois- France,Vickers 708 Viscount
 France,Air France,1957-01-29,Paris- France,SNCASE SE.2010 Armagnac
 Algeria,Air France,1957-04-08,Algiers- Algeria,Douglas DC-3
 Iraq,Air France,1957-04-20,Jirkouk- Iraq,Lockheed Super Constellation
 Algeria,Air France,1958-05-31,SW of Algiers- Algeria,Douglas DC-3
 Senegal,Air France,1960-08-29,Off Dakar- Senegal,Lockheed 1049G Super Constellation
 Algeria,Air France,1961-05-10,Ghadames- Algeria,Lockheed 1649A Starliner
 Morocco,Air France,1961-09-12,Near Rabat- Morocco,Sud-Aviation Caravelle III
 Val-de-Marne,Air France,1962-06-03,Villeneuve-le-Roi- Val-de-Marne- France,Boeing B-707-328
 Guadaloupe,Air France,1962-06-22,Basse-Terre- Guadaloupe- West Indies,Boeing B-707-328
 France,Air France,1962-07-30,Coulommiers- France,Douglas DC-3
 Guadeloupe,Air France,1968-03-06,Basse-Terre- Guadeloupe- West Indies,Boeing B-707-328C
 France,Air France,1968-09-11,Off Cap d'Antibes- France,Sud-Aviation Caravelle 3
 Venezuela,Air France,1969-12-03,Off Caracas- Venezuela,Boeing B-707-328B
 Uganda,Air France,1976-06-27,Entebbe- Uganda,Airbus A300
 Vietnam,Air France,1976-08-28,Ho Chi Minh City- Vietnam,Sud Aviation SE 210 Caravelle III
 France,Air France,1988-06-26,Habsheim- France,Airbus A320-111
 Algeria,Air France,1994-12-26,Algiers Airport- Algeria,Airbus A300B2-1C
 Colombia,Air France,1998-04-20,Near Bogota- Colombia,Boeing B-727-230
 France,Air France,2000-07-25,Gonesse- France,Aerospatiale BAe Concorde 101
 Canada,Air France,2005-08-02,Toronto- Canada,Airbus A-340
 570 miles northeast of Natal,Air France,2009-06-01,Atlantic Ocean- 570 miles northeast of Natal- Brazil,Airbus A330-203
 New Zealand,Air Freight New Zealand,1989-07-31,Auckland- New Zealand,Convair CV-580
 New Zealand,Air Freight New Zealand,2003-10-03,Off Waikanae- New Zealand,Convair CV-580F
 Prov. Quebec,Air Gaspé,1973-05-29,Near Rimouski- Prov. Quebec- Canada,Douglas DC-3
 Venezuela,Air Global,2005-03-08,Chrallave- Venezuela,Cessna 500 Citation I
 Netherlands Antilles,Air Guadeloupe,1972-12-21,Off St. Maarten off- Netherlands Antilles,de Havilland Canada DHC-6 Twin Otter 300
 West Indies,Air Guadeloupe,1978-11-18,Off Marie Galante Island- West Indies,de Havilland Canada DHC-6 Twin Otter 300
 Guinea,Air Guinee,1978-09-03,Conakry- Guinea,Ilyushin IL-18
,Air Haiti International,1961-11-11,Off Puerto Rico,Lockheed L-749A Constellation
 HI,Air Hawaii,1973-07-24,Honolulu- HI,Volpar C45G
 Illinois,Air Illinois,1983-10-11,Pinckneyville- Illinois,Hawker Siddeley HS-748-FAA
 India,Air India,1947-12-27,Korangi Creek- India,Douglas DC-3 (C-47)
 France,Air India,1950-11-03,Mont Blanc- France,Lockheed 749 Constellation
 India,Air India,1950-12-13,Katagiri- India,Douglas DC-3
 India,Air India,1951-09-15,Bangalore- India,Douglas C-47A-30-DK Dakota III
 India,Air India,1953-05-09,New Delhi- India,Douglas DC-3
 Sarawak,Air India,1955-04-11,Off Great Natuna Island- Sarawak,Lockheed 749A Constellation
 French Alps,Air India,1966-01-24,Mont Blanc- French Alps- Switzerland,Boeing B-707-437
 Maharashtra,Air India,1978-01-01,Off Bandra- Maharashtra- India,Boeing B-747-237B
 India,Air India,1982-06-22,Bombay- India,Boeing B-707-437
 110 miles West of Ireland,Air India,1985-06-23,Atlantic Ocean- 110 miles West of Ireland,Boeing B-747-237B
 India,Air India Exppress,2020-08-07,Calicut- India,Boeing 737-8HG
 India,Air India Express,2010-05-22,Mangalore- India,Boeing 737-8HG
 France,Air Inter,1963-08-12,Lyon- France,Vickers Viscount 708
 Loire,Air Inter,1972-10-27,Near Noiretable- Loire- France,Vickers Viscount 724
 near Strasbourg,Air Inter,1992-01-20,Mt. Saint-Odile- near Strasbourg- France,Airbus A320-111
 Mali,Air Ivoire,1971-07-24,Near Bamako- Mali,Douglas DC-3
 Ivory Coast,Air Ivorie,1994-06-26,Abidjan- Ivory Coast,Fokker F-27 Friendship 400M
 Jordan,Air Jordan,1959-01-22,Dabouk- Jordan,Convair CV-240-2
 Democratic Republic Congo,Air Karibu,1999-02-08,Kinshasa- Democratic Republic Congo,Lockheed L-188A Electra
 Congo,Air Kasai,2005-09-09,Near Brazzaville- Congo,Antonov AN-26A
 Sri Lanka,Air Lanka,1986-05-03,Colombo- Sri Lanka,Lockheed L-1011-100
